Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,NPSTaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt,Month,Season,Start_Hour
CHOH,,CHOH 12,CHOH-1018,Forest,2018,2018-06-04,08:52:00,09:02:00,Brian Swimelar,1,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,16.0,84.3000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,6,Summer,
CHOH,,CHOH 12,CHOH-1018,Forest,2018,2018-06-04,08:52:00,09:02:00,Brian Swimelar,1,7.5 - 10 min,Calling,<= 50 Meters,False,,Pileated Woodpecker,Dryocopus pileatus,178166.0,84833,PIWO,False,False,16.0,84.3000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,6,Summer,
CHOH,,CHOH 12,CHOH-1018,Forest,2018,2018-06-04,08:52:00,09:02:00,Brian Swimelar,1,2.5 - 5 min,Calling,<= 50 Meters,False,,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,16.0,84.3000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,6,Summer,
CHOH,,CHOH 12,CHOH-1018,Forest,2018,2018-06-04,08:52:00,09:02:00,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,16.0,84.3000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,6,Summer,
CHOH,,CHOH 12,CHOH-0989,Forest,2018,2018-06-04,07:21:00,07:31:00,Brian Swimelar,1,0-2.5 min,Visualization,<= 50 Meters,False,,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,18.2999992370605,73.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Serious effect on count,True,6,Summer,
CHOH,,CHOH 12,CHOH-0989,Forest,2018,2018-06-04,07:21:00,07:31:00,Brian Swimelar,1,2.5 - 5 min,Calling,<= 50 Meters,False,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,179853.0,88038,BGGN,False,False,18.2999992370605,73.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Serious effect on count,False,6,Summer,
CHOH,,CHOH 12,CHOH-0989,Forest,2018,2018-06-04,07:21:00,07:31:00,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,18.2999992370605,73.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Serious effect on count,True,6,Summer,
CHOH,,CHOH 12,CHOH-0989,Forest,2018,2018-06-04,07:21:00,07:31:00,Brian Swimelar,1,7.5 - 10 min,Calling,<= 50 Meters,False,,Downy Woodpecker,Picoides pubescens,178259.0,84936,DOWO,False,True,18.2999992370605,73.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Serious effect on count,False,6,Summer,
CHOH,,CHOH 12,CHOH-0989,Forest,2018,2018-06-04,07:21:00,07:31:00,Brian Swimelar,1,0-2.5 min,Calling,<= 50 Meters,False,,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,18.2999992370605,73.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Serious effect on count,True,6,Summer,
CHOH,,CHOH 12,CHOH-0989,Forest,2018,2018-06-04,07:21:00,07:31:00,Brian Swimelar,1,0-2.5 min,Calling,<= 50 Meters,False,,Pileated Woodpecker,Dryocopus pileatus,178166.0,84833,PIWO,False,False,18.2999992370605,73.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Serious effect on count,True,6,Summer,
CHOH,,CHOH 12,CHOH-0989,Forest,2018,2018-06-04,07:21:00,07:31:00,Brian Swimelar,1,0-2.5 min,Calling,<= 50 Meters,False,,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,18.2999992370605,73.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Serious effect on count,True,6,Summer,
CHOH,,CHOH 12,CHOH-0989,Forest,2018,2018-06-04,07:21:00,07:31:00,Brian Swimelar,1,2.5 - 5 min,Calling,50 - 100 Meters,False,,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,18.2999992370605,73.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Serious effect on count,True,6,Summer,
CHOH,,CHOH 12,CHOH-0986,Forest,2018,2018-06-04,06:50:00,07:00:00,Brian Swimelar,1,5 - 7.5 min,Calling,50 - 100 Meters,False,,Hairy Woodpecker,Picoides villosus,178262.0,85739,HAWO,False,False,18.2999992370605,73.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,6,Summer,
CHOH,,CHOH 12,CHOH-0986,Forest,2018,2018-06-04,06:50:00,07:00:00,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Parula,Setophaga americana,950033.0,890949,NOPA,False,False,18.2999992370605,73.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,6,Summer,
CHOH,,CHOH 12,CHOH-0986,Forest,2018,2018-06-04,06:50:00,07:00:00,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Parula,Setophaga americana,950033.0,890949,NOPA,False,False,18.2999992370605,73.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,6,Summer,
CHOH,,CHOH 12,CHOH-0986,Forest,2018,2018-06-04,06:50:00,07:00:00,Brian Swimelar,1,7.5 - 10 min,Visualization,<= 50 Meters,False,Male,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,18.2999992370605,73.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,6,Summer,
CHOH,,CHOH 12,CHOH-0986,Forest,2018,2018-06-04,06:50:00,07:00:00,Brian Swimelar,1,2.5 - 5 min,Singing,<= 50 Meters,False,,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,18.2999992370605,73.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,6,Summer,
CHOH,,CHOH 12,CHOH-0986,Forest,2018,2018-06-04,06:50:00,07:00:00,Brian Swimelar,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Louisiana Waterthrush,Parkesia motacilla,950009.0,773814,LOWA,False,True,18.2999992370605,73.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,6,Summer,
CHOH,,CHOH 12,CHOH-0986,Forest,2018,2018-06-04,06:50:00,07:00:00,Brian Swimelar,1,2.5 - 5 min,Singing,<= 50 Meters,False,,Great Crested Flycatcher,Myiarchus crinitus,178309.0,85791,GCFL,False,False,18.2999992370605,73.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,6,Summer,
CHOH,,CHOH 12,CHOH-0986,Forest,2018,2018-06-04,06:50:00,07:00:00,Brian Swimelar,1,7.5 - 10 min,Singing,50 - 100 Meters,False,,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957,ETTI,False,False,18.2999992370605,73.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,6,Summer,
CHOH,,CHOH 12,CHOH-0986,Forest,2018,2018-06-04,06:50:00,07:00:00,Brian Swimelar,1,5 - 7.5 min,Visualization,<= 50 Meters,False,,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957,ETTI,False,False,18.2999992370605,73.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,6,Summer,
CHOH,,CHOH 12,CHOH-0986,Forest,2018,2018-06-04,06:50:00,07:00:00,Brian Swimelar,1,2.5 - 5 min,Calling,<= 50 Meters,False,,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957,ETTI,False,False,18.2999992370605,73.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,6,Summer,
CHOH,,CHOH 12,CHOH-0986,Forest,2018,2018-06-04,06:50:00,07:00:00,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,False,,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957,ETTI,False,False,18.2999992370605,73.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,6,Summer,
CHOH,,CHOH 12,CHOH-0986,Forest,2018,2018-06-04,06:50:00,07:00:00,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846,EAWP,False,True,18.2999992370605,73.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,6,Summer,
CHOH,,CHOH 12,CHOH-0986,Forest,2018,2018-06-04,06:50:00,07:00:00,Brian Swimelar,1,7.5 - 10 min,Visualization,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,18.2999992370605,73.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,6,Summer,
CHOH,,CHOH 12,CHOH-0986,Forest,2018,2018-06-04,06:50:00,07:00:00,Brian Swimelar,1,2.5 - 5 min,Calling,<= 50 Meters,False,,American Crow,Corvus brachyrhynchos,179731.0,87106,AMCR,False,False,18.2999992370605,73.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,6,Summer,
CHOH,,CHOH 12,CHOH-0986,Forest,2018,2018-06-04,06:50:00,07:00:00,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,False,,Acadian Flycatcher,Empidonax virescens,178339.0,85824,ACFL,False,True,18.2999992370605,73.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,6,Summer,
CHOH,,CHOH 12,CHOH-0986,Forest,2018,2018-06-04,06:50:00,07:00:00,Brian Swimelar,1,7.5 - 10 min,Singing,50 - 100 Meters,False,,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,18.2999992370605,73.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,6,Summer,
CHOH,,CHOH 12,CHOH-0983,Forest,2018,2018-06-04,06:29:00,06:39:00,Brian Swimelar,1,5 - 7.5 min,Calling,50 - 100 Meters,False,,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,18.7000007629395,75.8000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Serious effect on count,False,6,Summer,
CHOH,,CHOH 12,CHOH-0983,Forest,2018,2018-06-04,06:29:00,06:39:00,Brian Swimelar,1,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,179853.0,88038,BGGN,False,False,18.7000007629395,75.8000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Serious effect on count,True,6,Summer,
CHOH,,CHOH 12,CHOH-0983,Forest,2018,2018-06-04,06:29:00,06:39:00,Brian Swimelar,1,2.5 - 5 min,Calling,<= 50 Meters,False,,Great Crested Flycatcher,Myiarchus crinitus,178309.0,85791,GCFL,False,False,18.7000007629395,75.8000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Serious effect on count,True,6,Summer,
CHOH,,CHOH 12,CHOH-0983,Forest,2018,2018-06-04,06:29:00,06:39:00,Brian Swimelar,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846,EAWP,False,True,18.7000007629395,75.8000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Serious effect on count,False,6,Summer,
CHOH,,CHOH 12,CHOH-0983,Forest,2018,2018-06-04,06:29:00,06:39:00,Brian Swimelar,1,2.5 - 5 min,Singing,<= 50 Meters,False,,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,18.7000007629395,75.8000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Serious effect on count,False,6,Summer,
CHOH,,CHOH 12,CHOH-0983,Forest,2018,2018-06-04,06:29:00,06:39:00,Brian Swimelar,1,2.5 - 5 min,Singing,<= 50 Meters,False,,Acadian Flycatcher,Empidonax virescens,178339.0,85824,ACFL,False,True,18.7000007629395,75.8000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Serious effect on count,False,6,Summer,
CHOH,,CHOH 12,CHOH-0983,Forest,2018,2018-06-04,06:29:00,06:39:00,Brian Swimelar,1,5 - 7.5 min,Singing,50 - 100 Meters,False,,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,18.7000007629395,75.8000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Serious effect on count,False,6,Summer,
CHOH,,CHOH 12,CHOH-0983,Forest,2018,2018-06-04,06:29:00,06:39:00,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Yellow Warbler,Setophaga petechia,950039.0,773778,YEWA,False,False,18.7000007629395,75.8000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Serious effect on count,True,6,Summer,
CHOH,,CHOH 12,CHOH-0983,Forest,2018,2018-06-04,06:29:00,06:39:00,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,18.7000007629395,75.8000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Serious effect on count,True,6,Summer,
CHOH,,CHOH 12,CHOH-0983,Forest,2018,2018-06-04,06:29:00,06:39:00,Brian Swimelar,1,0-2.5 min,Calling,<= 50 Meters,False,,American Crow,Corvus brachyrhynchos,179731.0,87106,AMCR,False,False,18.7000007629395,75.8000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Serious effect on count,True,6,Summer,
CHOH,,CHOH 12,CHOH-0983,Forest,2018,2018-06-04,06:29:00,06:39:00,Brian Swimelar,1,0-2.5 min,Calling,50 - 100 Meters,False,,American Crow,Corvus brachyrhynchos,179731.0,87106,AMCR,False,False,18.7000007629395,75.8000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Serious effect on count,True,6,Summer,
CHOH,,CHOH 12,CHOH-0983,Forest,2018,2018-06-04,06:29:00,06:39:00,Brian Swimelar,1,0-2.5 min,Calling,<= 50 Meters,False,,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,18.7000007629395,75.8000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Serious effect on count,True,6,Summer,
CHOH,,CHOH 14,CHOH-1111,Forest,2018,2018-06-12,07:07:00,07:17:00,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Louisiana Waterthrush,Parkesia motacilla,950009.0,773814,LOWA,False,True,16.5,75.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,6,Summer,
CHOH,,CHOH 14,CHOH-1111,Forest,2018,2018-06-12,07:07:00,07:17:00,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Scarlet Tanager,Piranga olivacea,179883.0,88071,SCTA,False,True,16.5,75.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,6,Summer,
CHOH,,CHOH 14,CHOH-1111,Forest,2018,2018-06-12,07:07:00,07:17:00,Kimberly Serno,1,0-2.5 min,Calling,<= 50 Meters,False,,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,16.5,75.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,6,Summer,
CHOH,,CHOH 14,CHOH-1111,Forest,2018,2018-06-12,07:07:00,07:17:00,Kimberly Serno,1,7.5 - 10 min,Calling,<= 50 Meters,False,,Pileated Woodpecker,Dryocopus pileatus,178166.0,84833,PIWO,False,False,16.5,75.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,6,Summer,
CHOH,,CHOH 14,CHOH-1111,Forest,2018,2018-06-12,07:07:00,07:17:00,Kimberly Serno,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Parula,Setophaga americana,950033.0,890949,NOPA,False,False,16.5,75.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,6,Summer,
CHOH,,CHOH 14,CHOH-1111,Forest,2018,2018-06-12,07:07:00,07:17:00,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,16.5,75.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,6,Summer,
CHOH,,CHOH 14,CHOH-1111,Forest,2018,2018-06-12,07:07:00,07:17:00,Kimberly Serno,1,2.5 - 5 min,Calling,<= 50 Meters,False,,Great Crested Flycatcher,Myiarchus crinitus,178309.0,85791,GCFL,False,False,16.5,75.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,6,Summer,
CHOH,,CHOH 14,CHOH-1111,Forest,2018,2018-06-12,07:07:00,07:17:00,Kimberly Serno,1,5 - 7.5 min,Singing,<= 50 Meters,False,,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,16.5,75.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,6,Summer,
CHOH,,CHOH 14,CHOH-1111,Forest,2018,2018-06-12,07:07:00,07:17:00,Kimberly Serno,1,5 - 7.5 min,Calling,<= 50 Meters,False,,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,16.5,75.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,6,Summer,
CHOH,,CHOH 14,CHOH-1111,Forest,2018,2018-06-12,07:07:00,07:17:00,Kimberly Serno,1,2.5 - 5 min,Singing,<= 50 Meters,False,,Acadian Flycatcher,Empidonax virescens,178339.0,85824,ACFL,False,True,16.5,75.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,6,Summer,
CHOH,,CHOH 14,CHOH-1111,Forest,2018,2018-06-12,07:07:00,07:17:00,Kimberly Serno,1,2.5 - 5 min,Singing,<= 50 Meters,False,,Acadian Flycatcher,Empidonax virescens,178339.0,85824,ACFL,False,True,16.5,75.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,6,Summer,
CHOH,,CHOH 14,CHOH-1111,Forest,2018,2018-06-12,07:07:00,07:17:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,16.5,75.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,6,Summer,
CHOH,,CHOH 14,CHOH-1081,Forest,2018,2018-06-12,05:56:00,06:06:00,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Parula,Setophaga americana,950033.0,890949,NOPA,False,False,19.8999996185303,68.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,6,Summer,
CHOH,,CHOH 14,CHOH-1081,Forest,2018,2018-06-12,05:56:00,06:06:00,Kimberly Serno,1,2.5 - 5 min,Calling,50 - 100 Meters,False,,Northern Flicker,Colaptes auratus,178154.0,84820,NOFL,False,False,19.8999996185303,68.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,6,Summer,
CHOH,,CHOH 14,CHOH-1081,Forest,2018,2018-06-12,05:56:00,06:06:00,Kimberly Serno,1,0-2.5 min,Calling,<= 50 Meters,False,,Downy Woodpecker,Picoides pubescens,178259.0,84936,DOWO,False,True,19.8999996185303,68.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,6,Summer,
CHOH,,CHOH 14,CHOH-1081,Forest,2018,2018-06-12,05:56:00,06:06:00,Kimberly Serno,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Chipping Sparrow,Spizella passerina,179435.0,84781,CHSP,False,False,19.8999996185303,68.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,6,Summer,
CHOH,,CHOH 14,CHOH-1081,Forest,2018,2018-06-12,05:56:00,06:06:00,Kimberly Serno,1,7.5 - 10 min,Calling,<= 50 Meters,False,,Blue-gray Gnatcatcher,Polioptila caerulea,179853.0,88038,BGGN,False,False,19.8999996185303,68.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,6,Summer,
CHOH,,CHOH 14,CHOH-1081,Forest,2018,2018-06-12,05:56:00,06:06:00,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,,Acadian Flycatcher,Empidonax virescens,178339.0,85824,ACFL,False,True,19.8999996185303,68.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,6,Summer,
CHOH,,CHOH 14,CHOH-1081,Forest,2018,2018-06-12,05:56:00,06:06:00,Kimberly Serno,1,5 - 7.5 min,Calling,50 - 100 Meters,False,,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,19.8999996185303,68.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,6,Summer,
CHOH,,CHOH 14,CHOH-1081,Forest,2018,2018-06-12,05:56:00,06:06:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,19.8999996185303,68.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,6,Summer,
CHOH,,CHOH 14,CHOH-1081,Forest,2018,2018-06-12,05:56:00,06:06:00,Kimberly Serno,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,19.8999996185303,68.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,6,Summer,
CHOH,,CHOH 14,CHOH-1081,Forest,2018,2018-06-12,05:56:00,06:06:00,Kimberly Serno,1,0-2.5 min,Calling,<= 50 Meters,False,,White-breasted Nuthatch,Sitta carolinensis,178775.0,90935,WBNU,False,False,19.8999996185303,68.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,6,Summer,
CHOH,,CHOH 14,CHOH-1081,Forest,2018,2018-06-12,05:56:00,06:06:00,Kimberly Serno,1,2.5 - 5 min,Calling,<= 50 Meters,False,,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,19.8999996185303,68.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,6,Summer,
CHOH,,CHOH 14,CHOH-1081,Forest,2018,2018-06-12,05:56:00,06:06:00,Kimberly Serno,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846,EAWP,False,True,19.8999996185303,68.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,6,Summer,
CHOH,,CHOH 14,CHOH-1081,Forest,2018,2018-06-12,05:56:00,06:06:00,Kimberly Serno,1,5 - 7.5 min,Singing,<= 50 Meters,False,,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957,ETTI,False,False,19.8999996185303,68.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,6,Summer,
CHOH,,CHOH 14,CHOH-1081,Forest,2018,2018-06-12,05:56:00,06:06:00,Kimberly Serno,1,5 - 7.5 min,Singing,50 - 100 Meters,False,,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957,ETTI,False,False,19.8999996185303,68.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,6,Summer,
CHOH,,CHOH 14,CHOH-1081,Forest,2018,2018-06-12,05:56:00,06:06:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846,EAWP,False,True,19.8999996185303,68.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,6,Summer,
CHOH,,CHOH 14,CHOH-1081,Forest,2018,2018-06-12,05:56:00,06:06:00,Kimberly Serno,1,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,94257,INBU,False,True,19.8999996185303,68.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,6,Summer,
CHOH,,CHOH 14,CHOH-1081,Forest,2018,2018-06-12,05:56:00,06:06:00,Kimberly Serno,1,5 - 7.5 min,Calling,50 - 100 Meters,False,,Yellow-billed Cuckoo,Coccyzus americanus,177831.0,89102,YBCU,False,False,19.8999996185303,68.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,6,Summer,
CHOH,,CHOH 14,CHOH-1081,Forest,2018,2018-06-12,05:56:00,06:06:00,Kimberly Serno,1,0-2.5 min,Calling,<= 50 Meters,False,,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,19.8999996185303,68.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,6,Summer,
CHOH,,CHOH 14,CHOH-1081,Forest,2018,2018-06-12,05:56:00,06:06:00,Kimberly Serno,1,5 - 7.5 min,Singing,50 - 100 Meters,False,,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,19.8999996185303,68.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,6,Summer,
CHOH,,CHOH 14,CHOH-1081,Forest,2018,2018-06-12,05:56:00,06:06:00,Kimberly Serno,1,5 - 7.5 min,Calling,<= 50 Meters,False,,Great Crested Flycatcher,Myiarchus crinitus,178309.0,85791,GCFL,False,False,19.8999996185303,68.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,6,Summer,
CHOH,,CHOH 14,CHOH-1143,Forest,2018,2018-06-12,08:11:00,08:21:00,Kimberly Serno,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846,EAWP,False,True,16.5,80.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,6,Summer,
CHOH,,CHOH 14,CHOH-1143,Forest,2018,2018-06-12,08:11:00,08:21:00,Kimberly Serno,1,7.5 - 10 min,Calling,<= 50 Meters,False,,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,16.5,80.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,6,Summer,
CHOH,,CHOH 14,CHOH-1143,Forest,2018,2018-06-12,08:11:00,08:21:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Ovenbird,Seiurus aurocapillus,178927.0,92689,OVEN,False,False,16.5,80.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,6,Summer,
